chave;ano;Sigla;dsc_tribunal;secao;trib;cn1;CnCCrim1;CnCNCrim1;CnExtFisc1;CnExtNFisc1;ExeJudCrimPL1;ExeJudCrimNPL1;ExeJudNCrim1;cp1;CpCCrim1;CpCNCrim1;CpExtFisc1;CpExtNFisc1;ExeJudPCrimPL1;ExeJudPCrimNPL1;ExeJudPNcrim1;susc1;susexfisc1;susexnfisc1;sus1;cntr;CnCrimTR;CnNCrimTR;cptr;CpCrimTR;CpNCrimTR;sustr;cnje;CnCCrimJE;CnCNCrimJE;ExeJudJE;cpje;CpCCrimJE;CpCNCrimJE;ExeJudPJE;suscje;susexje;susje;sus1jetr;CP;SUS;Tram;Dpj;DPeI;DPCO;dpjio;MagPAe1;MagPAeJE;MagPAeTR;MagPAcJE1;MagPAcTR1;MagPAcTRJE;MagAJ1;MagAJJE;MagAJTR;Mag;TPEfet;TPCed;TPReq;TPSV;Serv;tpefetae1;tpefetaeje;tpefetacje1;tpefettr;TpEfet1jetr;tpiae1;tpiaeje;tpiacje1;tpitr;tpi1jetr;tpsvae1;tpsvaeje;tpsvacje1;tpsvtr;tpsv1jetr;tasae1;tasaeje;tasacje1;tastr;Tpaf1jetr;tbaix1;TBaixCCrim1;TBaixCNCrim1;TBaixExtFisc1;TBaixExtNFisc1;TBaixJudCrimNPL1;TBaixJudCrimPL1;TBaixJudNCrim1;tbaixtr;TBaixCrimTR;TBaixNCrimTR;tbaixje;TBaixCCrimJE;TBaixCNCrimJE;TbaixJudJE;Tbaix;cp.sus;cp.sus.fisc;tbaix.sus.fisc;cp.sus.fisc.penal;tbaix.sus.fisc.penal;mag1je;pib;h1;g1;g7;f2;f3;cm1je;k1je;ipm1je;ipsjud1je;iad1je;tc1je
TRF5_2º Grau_2012;2012;TRF5;TRF 5ª Região;2º Grau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;;;;;77256;0;119401;185400058;14604992;;170795066;0;0;0;0;0;0;0;0;0;14;521;18;218;16;458;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42145;77256;77256;42145;77256;42145;0;381366932063;29856741;0,00049;6,20965;0,04689;1,53399;;;;0,00000;;
TRF5_total_2012;2012;TRF5;TRF 5ª Região;total;1;83202;2752;26844;45385;4140;301;1425;2355;359579;8758;41697;251938;9721;475;1228;45762;;;;;79072;0;79072;132239;0;132239;;239406;0;239406;0;106706;0;106706;0;;;;;688021;0;1201050;894145903;97538575;;796607329;141;42;0;1;24;6;0;0;0;228;3107;86;693;35;3749;;;;;;;;;;;;;;;;;;;;;132655;4323;41074;54735;5178;388;269;26688;79558;0;79558;258671;0;258671;0;513029;688021;436083;458294;434380;457637;214;381366932063;29856741;0,00234;29,94787;0,76365;12,55663;1488,44393;3686,41589;1828,62617;104,38144;1,21301;0,50396
TRF_total_2012;2012;TRF;TRF;total;1;966087;91545;353909;375689;24778;1464;5130;113572;4920286;164736;743171;3350788;123795;4584;14206;519006;;;;;459044;271;458773;917151;168;916983;;1178802;2714;1149679;26409;1328532;4889;1303080;20563;;;;;8131345;0;12004222;7156129887;740824697;;6415305190;810;273;74;207;69;21;61;12;1;1510;25258;514;1719;144;27121;;;;;;;;;;;;;;;;;;;;;1373074;119456;525613;370335;25093;3633;1981;326963;401597;257;401340;1505198;3298;1458092;43808;3872877;8131345;4780557;3502542;4761767;3496928;1307;4372477170148;174121197;0,00164;41,09856;0,86721;15,57593;1528,93191;6422,11706;2202,19740;106,12706;1,34192;0,65709
TRF1_DF_2013;2013;TRF1;TRF 1ª Região;DF;0;35662;2954;21036;9995;777;0;1;899;188096;3842;50588;100899;7504;78;123;25062;;;;;15042;7;15035;25701;4;25697;;28043;70;27973;0;35706;112;35594;0;;;;;249503;0;328250;228012586;47125569;;180887017;22;5;3;8;2;0;3;1;2;34;697;76;90;4;715;;;;;;;;;;;;;;;;;;;;;57299;3332;31825;14140;1732;38;21;6211;8048;5;8043;41997;51;41946;0;107344;249503;148604;93204;148403;93145;33;175906725532;2789761;0,00130;81,73194;1,21874;25,62944;1903,18182;8712,33333;3008,96970;138,87552;1,55868;0,65463
TRF1_GO_2013;2013;TRF1;TRF 1ª Região;GO;0;21878;3257;7386;10191;919;9;1;115;127413;3346;13714;100391;3875;257;180;5650;;;;;13784;3;13781;16148;4;16144;;35267;44;35223;0;38152;68;38084;0;;;;;181713;0;252642;170278193;17862383;;152415810;25;3;5;5;0;2;1;1;0;38;576;14;32;1;595;;;;;;;;;;;;;;;;;;;;;24743;4129;10903;7140;276;60;131;2104;7150;5;7145;45481;52;45429;0;77374;181713;81322;70234;80885;70043;33;151300175113;6434048;0,00113;26,46517;0,59061;9,24768;1727,87879;6748,78788;2128,00000;118,02353;1,22887;0,68468
TRF1_MT_2013;2013;TRF1;TRF 1ª Região;MT;0;14202;3304;5219;5000;662;4;0;13;59461;6226;13631;32784;3202;369;30;3219;;;;;4251;4;4247;7676;2;7674;;14249;29;14220;0;21990;102;21888;0;;;;;89127;0;121829;94491573;9054668;;85436905;16;0;0;1;3;0;0;1;0;19;372;4;14;2;384;;;;;;;;;;;;;;;;;;;;;19590;4930;9698;2864;509;11;356;1222;2704;1;2703;18745;60;18685;0;41039;89127;56343;38175;55944;37808;19;89212918588;3182113;0,00106;29,69460;0,59709;12,06745;1496,52632;5784,31579;2017,63158;99,83073;1,34740;0,65119
TRF1_MG_2013;2013;TRF1;TRF 1ª Região;MG;0;73702;11425;33536;26621;1410;63;6;641;379532;16409;73554;247890;12894;557;415;27813;;;;;42764;16;42748;72197;9;72188;;110611;236;110375;0;167211;357;166854;0;;;;;618940;0;846017;490198756;60756038;;429442718;76;4;11;13;19;1;2;1;1;120;1713;54;122;4;1785;;;;;;;;;;;;;;;;;;;;;102053;14479;53857;21908;1477;231;350;9751;24290;24;24266;161174;311;160863;0;287517;618940;371050;265609;370078;265028;110;488004903011;20593356;0,00100;23,80373;0,58271;8,66784;1669,11818;6645,96364;2392,97273;147,46611;1,42815;0,63994
TRF1_AC_2013;2013;TRF1;TRF 1ª Região;AC;0;2805;965;930;621;268;5;1;15;10693;1134;1638;6370;603;135;122;691;;;;;2850;0;2850;5604;0;5604;;5604;69;5535;0;9234;108;9126;0;;;;;25531;0;36790;37574946;5405021;;32169925;3;0;2;0;0;2;0;0;0;7;143;1;4;0;146;;;;;;;;;;;;;;;;;;;;;3082;930;1269;397;279;20;35;152;3203;0;3203;9302;84;9218;0;15587;25531;19161;15190;18904;15135;5;11473930166;776463;0,00327;48,39245;0,90152;18,80321;1677,60000;5667,20000;2476,80000;84,82192;1,47271;0,56296
TRF1_AM_2013;2013;TRF1;TRF 1ª Região;AM;0;10272;2519;2467;4601;524;14;0;147;55182;3113;4771;42945;1489;171;227;2466;;;;;6895;2;6893;2990;0;2990;;10127;23;10104;0;5232;45;5187;0;;;;;63404;0;90698;64293839;7412874;;56880965;10;0;0;1;0;1;1;0;0;11;246;5;15;0;256;;;;;;;;;;;;;;;;;;;;;8310;2631;2872;2053;53;58;99;544;2691;2;2689;13253;31;13222;0;24254;63404;20459;22201;20061;22044;11;83051232958;3807921;0,00077;16,88424;0,28887;6,72283;1839,81818;7346,63636;1960,27273;84,23047;1,05706;0,73317
TRF1_AP_2013;2013;TRF1;TRF 1ª Região;AP;0;3293;698;1004;1375;107;0;0;109;16637;1443;2127;11465;543;54;32;973;;;;;0;0;0;0;0;0;;7532;8;7524;0;5187;35;5152;0;;;;;21824;0;32649;36710866;3456640;;33254226;5;1;1;0;0;0;0;0;0;7;199;2;16;1;214;;;;;;;;;;;;;;;;;;;;;2733;959;948;694;21;7;9;95;0;0;0;10697;20;10677;0;13430;21824;10359;12736;10273;12720;6;12763486218;734996;0,00288;49,94703;0,95239;29,11580;1786,00000;5441,50000;2238,33333;62,75701;1,24065;0,58866
TRF1_PA_2013;2013;TRF1;TRF 1ª Região;PA;0;17640;3115;5650;8198;556;5;0;116;97268;8310;14713;66482;2304;287;249;4923;;;;;7130;2;7128;20139;2;20137;;55119;27;55092;0;78543;66;78477;0;;;;;195950;0;275839;133784857;12970281;;120814575;21;5;3;1;1;1;0;1;0;31;478;8;16;0;486;;;;;;;;;;;;;;;;;;;;;18798;3363;7629;6299;276;74;64;1093;5789;5;5784;75163;33;75130;0;99750;195950;129468;93451;128932;93313;28;121224846594;7999729;0,00110;16,72367;0,38751;6,07521;2594,21429;8877,50000;3355,75000;193,33539;1,29140;0,62199
TRF1_RO_2013;2013;TRF1;TRF 1ª Região;RO;0;9795;2596;2774;3886;267;231;0;41;32457;3686;5724;20123;842;549;54;1479;;;;;3223;3;3220;7212;5;7207;;9146;69;9077;0;22285;196;22089;0;;;;;61954;0;84118;53715006;3968985;;49746021;9;0;0;0;2;0;0;0;0;11;212;10;25;0;227;;;;;;;;;;;;;;;;;;;;;9928;3276;3428;2515;106;11;320;272;2033;5;2028;13847;122;13725;0;25808;61954;41831;23293;41228;22962;11;31121412531;1728214;0,00173;31,08122;0,63650;13,13495;1697,18182;6698,45455;2161,36364;104,73568;1,25521;0,67733
TRF1_RR_2013;2013;TRF1;TRF 1ª Região;RR;0;3589;1240;1370;913;60;1;0;5;11576;1461;1430;7609;515;57;31;473;;;;;1289;1;1288;1935;1;1934;;3256;15;3241;0;4465;99;4366;0;;;;;17976;0;26110;24767112;3520298;;21246814;0;2;0;2;1;0;0;0;1;4;90;5;17;0;102;;;;;;;;;;;;;;;;;;;;;3461;1563;1031;589;63;15;25;175;1308;0;1308;5686;69;5617;0;10455;17976;10367;9866;10279;9826;5;9010725277;488072;0,00275;50,74479;0,81955;20,89856;1367,80000;4577,20000;1829,40000;89,67647;1,33630;0,60032
TRF1_TO_2013;2013;TRF1;TRF 1ª Região;TO;0;5190;1494;1512;1681;474;23;0;6;20091;2062;2534;13999;724;218;1;553;;;;;1743;1;1742;4508;2;4506;;14876;61;14815;0;14435;25;14410;0;;;;;39034;0;60843;42136060;2092662;;40043398;5;1;1;1;1;1;0;0;0;10;160;0;10;0;170;;;;;;;;;;;;;;;;;;;;;6108;1931;1821;1983;108;1;80;184;2373;3;2370;12228;25;12203;0;20709;39034;25035;18726;24816;18645;9;23796656415;1478164;0,00177;28,50567;0,67651;11,50075;2226,33333;6065,77778;2037,33333;107,85882;0,91378;0,66413
TRF1_BA_2013;2013;TRF1;TRF 1ª Região;BA;0;41336;4475;15071;20454;514;16;19;787;187588;7268;28198;134993;6640;245;174;10070;;;;;22346;5;22341;37285;8;37277;;75970;40;75930;0;81368;90;81278;0;;;;;306241;0;445893;280809874;23075114;;257734760;36;4;9;1;11;1;0;0;0;62;1003;28;81;2;1058;;;;;;;;;;;;;;;;;;;;;56112;5394;19900;26222;753;47;107;3689;16602;6;16596;99951;52;99899;0;172665;306241;171248;146443;170829;146289;53;204844273539;15044137;0,00137;18,66573;0,41212;7,03264;2197,81132;7287,96226;2944,58491;147,50756;1,33039;0,59597
TRF1_MA_2013;2013;TRF1;TRF 1ª Região;MA;0;12852;2717;6468;3059;447;8;0;153;64498;4448;11841;40184;3196;144;169;4516;;;;;14172;2;14170;16753;5;16748;;72857;39;72818;0;51329;114;51215;0;;;;;132580;0;232461;101824737;9450384;;92374354;8;0;1;8;9;0;1;0;0;25;361;17;41;1;386;;;;;;;;;;;;;;;;;;;;;13849;2567;6075;4022;268;22;18;877;3755;2;3753;68304;23;68281;0;85908;132580;92396;81886;92083;81846;24;67694844541;6794301;0,00150;14,98679;0,36796;5,68123;3564,50000;8397,33333;3423,04167;212,83161;0,95851;0,59237
TRF1_PI_2013;2013;TRF1;TRF 1ª Região;PI;0;9131;2177;3422;3393;134;0;1;4;47501;3335;10466;29004;1489;82;72;3053;;;;;4417;1;4416;8053;1;8052;;33710;6;33704;0;87544;22;87522;0;;;;;143098;0;190356;79083804;6614288;;72469516;9;0;3;2;4;0;0;0;0;18;307;4;18;0;321;;;;;;;;;;;;;;;;;;;;;10025;1538;4794;2783;101;6;13;790;2338;0;2338;45503;14;45489;0;57866;143098;114094;55083;113940;55064;15;31283593019;3184166;0,00253;24,83658;0,56530;10,08113;2855,73333;11859,06667;3701,86667;172,98442;1,29614;0,68785
TRF1_TRU_2013;2013;TRF1;TRF 1ª Região;TRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1012684820491;54442085;0,00000;0,00000;0,00000;0,00000;;;;;;
TRF1_2º Grau_2013;2013;TRF1;TRF 1ª Região;2º Grau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;;;;;342413;0;438016;381039778;30311254;;350728524;0;0;0;0;0;0;0;0;0;26;1009;266;223;37;468;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95603;342413;342413;95603;342413;95603;0;1012684820491;54442085;0,00038;6,99899;0,04776;0,85963;;;;0,00000;;
TRF1_total_2013;2013;TRF1;TRF 1ª Região;total;1;261347;42936;107845;99988;7119;379;29;3051;1297993;66083;234929;855138;45820;3203;1879;90941;;;;;139906;47;139859;226201;43;226158;;476367;736;475631;0;622681;1439;621242;0;;;;;2663170;0;3798479;2218721985;243076458;;1975645527;245;25;39;43;53;9;8;5;4;423;7566;494;724;52;7848;;;;;;;;;;;;;;;;;;;;;336091;51022;156050;93609;6022;601;1628;27159;82284;58;82226;621331;947;620384;0;1135309;2663170;1808032;1041700;1802950;1039471;362;1012684820491;54442085;0,00219;40,75380;0,77697;14,41532;2028,32873;7343,61326;2644,81215;121,99567;1,29782;0,63985
TRF2_RJ_2013;2013;TRF2;TRF 2ª Região;RJ;0;87239;9013;31769;35463;1978;0;794;8222;632364;29133;100813;453121;13117;0;2758;33422;;;;;46383;18;46365;66245;10;66235;;136460;222;106046;30192;115457;963;97391;17103;;;;;814066;0;1084148;814573697;115896236;;698677461;119;47;12;26;3;1;7;2;0;199;2920;78;120;8;2970;;;;;;;;;;;;;;;;;;;;;149625;12132;45275;74305;3760;784;0;13369;34548;19;34529;151482;527;119942;31013;335655;814066;360945;261350;358187;260566;187;628226069362;16369179;0,00130;49,76265;1,21570;18,14385;986,58289;5195,29412;1610,19786;101,38283;1,34604;0,69007
TRF2_ES_2013;2013;TRF2;TRF 2ª Região;ES;0;21158;2012;5830;9441;2154;0;182;1539;116465;5191;12611;89412;3219;0;390;5642;;;;;7448;10;7438;12026;10;12016;;20462;106;14692;5664;33016;178;29383;3455;;;;;161507;0;210575;143768336;11240256;;132528080;13;8;6;11;0;0;2;0;0;36;533;21;26;1;539;;;;;;;;;;;;;;;;;;;;;25557;2130;6088;13128;1214;125;0;2872;2870;13;2857;27768;142;22121;5505;56195;161507;72095;43067;71705;42942;30;117274346943;3839366;0,00123;37,44585;0,93765;14,03878;1141,16667;6370,03333;1777,50000;98,93321;1,28123;0,72096
TRF2_TRU_2013;2013;TRF2;TRF 2ª Região;TRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;745500416305;20208545;0,00000;0,00000;0,00000;0,00000;;;;;;
TRF2_2º Grau_2013;2013;TRF2;TRF 2ª Região;2º Grau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;;;;;108885;0;161233;317673219;39053232;;278619987;0;0;0;0;0;0;0;0;0;27;1012;17;96;21;760;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52348;108885;108885;52348;108885;52348;0;745500416305;20208545;0,00043;15,71975;0,13361;3,76079;;;;0,00000;;
TRF2_total_2013;2013;TRF2;TRF 2ª Região;total;1;108397;11025;37599;44904;4132;0;976;9761;748829;34324;113424;542533;16336;0;3148;39064;;;;;53831;28;53803;78271;20;78251;;156922;328;120738;35856;148473;1141;126774;20558;;;;;1043095;0;1487293;1276015252;166189724;;1109825528;132;55;18;37;3;1;9;2;0;262;4465;116;242;30;4621;;;;;;;;;;;;;;;;;;;;;175182;14262;51363;87433;4974;909;0;16241;37418;32;37386;179250;669;142063;36518;444198;1043095;500562;356765;497414;355856;217;745500416305;20208545;0,00171;63,14236;1,29648;22,86656;1007,95392;5357,70046;1633,32719;76,70028;1,33587;0,69514
TRF3_MS_2013;2013;TRF3;TRF 3ª Região;MS;0;19124;1276;6692;5201;1236;253;129;4337;73909;5172;13996;39145;3309;181;272;11834;;;;;3076;4;3072;10636;0;10636;;7043;22;7021;0;13348;80;13268;0;;;;;97893;0;127136;90559653;5533273;;85026380;20;4;3;0;0;0;0;0;0;27;317;8;5;1;315;;;;;;;;;;;;;;;;;;;;;47167;3039;7028;23621;911;73;147;12348;6803;2;6801;7334;13;7321;0;61304;97893;58748;37683;58295;37463;24;69203201262;2587269;0,00131;35,00202;1,04357;12,17500;893,66667;4726,00000;2270,87500;173,01905;2,08281;0,51949
TRF3_SP_2013;2013;TRF3;TRF 3ª Região;SP;0;332540;4999;123879;119985;5729;259;864;76825;1628965;19227;186492;1172373;23022;126;2435;225290;;;;;81598;53;81545;237386;36;237350;;197195;70;197125;0;196742;480;196262;0;;;;;2063093;0;2674426;1171437787;117196991;;1054240796;218;51;15;3;0;0;15;4;3;265;4081;35;42;4;4092;;;;;;;;;;;;;;;;;;;;;455982;10570;168595;46721;3286;654;32;226124;52763;55;52708;191815;281;191534;0;700560;2063093;890720;653839;888159;653153;253;1715238416566;43663669;0,00068;26,82866;0,60691;9,37164;1785,71937;9310,04743;2560,46245;158,30816;1,22287;0,72498
TRF3_TRU_2013;2013;TRF3;TRF 3ª Região;TRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1784441617828;46250938;0,00000;0,00000;0,00000;0,00000;;;;;;
TRF3_2º Grau_2013;2013;TRF3;TRF 3ª Região;2º Grau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;;;;;347740;0;492809;507624311;56740753;;450883558;0;0;0;0;0;0;0;0;0;39;1763;37;27;13;1156;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145069;347740;347740;145069;347740;145069;0;1784441617828;46250938;0,00028;10,97544;0,08432;2,49941;;;;0,00000;;
TRF3_total_2013;2013;TRF3;TRF 3ª Região;total;1;351664;6275;130571;125186;6965;512;993;81162;1702874;24399;200488;1211518;26331;307;2707;237124;;;;;84674;57;84617;248022;36;247986;;204238;92;204146;0;210090;560;209530;0;;;;;2674344;0;3581277;1769621752;179471017;;1590150735;238;55;18;3;0;0;15;4;3;331;6161;80;74;18;6173;;;;;;;;;;;;;;;;;;;;;503149;13609;175623;70342;4197;727;179;238472;59566;57;59509;199149;294;198855;0;906933;2674344;1462826;836591;1459812;835685;277;1784441617828;46250938;0,00099;38,26132;0,71566;13,34676;1708,42960;8912,87365;2535,37184;113,76932;1,26335;0,71554
TRF4_RS_2013;2013;TRF4;TRF 4ª Região;RS;0;84632;6452;44109;24413;1866;432;322;7038;366694;9891;70598;232413;11461;1183;996;40152;;;;;48628;31;48597;97685;27;97658;;134058;471;133587;0;111742;747;110995;0;;;;;576121;0;843439;512138581;38706937;;473431644;44;36;15;50;0;0;3;3;0;139;1723;5;2;0;1720;;;;;;;;;;;;;;;;;;;;;79961;6929;46375;17819;2196;437;387;5818;45624;38;45586;110595;551;110044;0;236180;576121;343708;218361;341529;217537;124;332292726085;11164043;0,00154;45,87393;1,24507;15,40660;1700,79032;5621,98387;1536,74194;110,78837;0,87135;0,72665
TRF4_PR_2013;2013;TRF4;TRF 4ª Região;PR;0;62331;9884;26239;18594;2355;898;550;3811;268894;14954;51637;138952;8217;1885;1052;52197;;;;;35774;27;35747;72840;13;72827;;81401;236;81165;0;80438;435;80003;0;;;;;422172;0;601678;415314510;35368000;;379946510;37;21;12;47;0;0;6;0;1;110;1425;1;4;0;1428;;;;;;;;;;;;;;;;;;;;;51084;10948;25846;9497;1571;557;673;1992;28751;26;28725;86605;150;86455;0;166440;422172;283220;156943;280283;155713;99;333481152162;10997465;0,00125;37,76457;1,00023;12,98481;1398,71717;4980,44444;1390,79798;96,42087;0,95796;0,72075
TRF4_SC_2013;2013;TRF4;TRF 4ª Região;SC;0;42370;3667;21200;10914;1630;202;314;4443;162488;6269;30008;102880;4686;842;585;17218;;;;;34305;22;34283;50020;29;49991;;82709;287;82422;0;61851;567;61284;0;;;;;274359;0;433743;294497147;17794951;;276702196;17;20;9;36;0;0;3;1;0;78;1027;0;3;0;1030;;;;;;;;;;;;;;;;;;;;;39441;3475;23956;8596;690;327;347;2050;18117;43;18074;77726;335;77391;0;135284;274359;171479;126688;170052;126014;69;214512241571;6634254;0,00137;44,39039;1,17572;15,52548;1740,86957;5064,02899;1698,07246;113,75437;0,93674;0,66468
TRF4_TRU_2013;2013;TRF4;TRF 4ª Região;TRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;880286119818;28795762;0,00000;0,00000;0,00000;0,00000;;;;;;
TRF4_2º Grau_2013;2013;TRF4;TRF 4ª Região;2º Grau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;;;;;95203;0;214212;309910585;41509119;;268401466;0;0;0;0;0;0;0;0;0;27;994;3;1;5;639;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119009;95203;95203;119009;95203;119009;0;880286119818;28795762;0,00035;10,76237;0,09376;2,21908;;;;0,00000;;
TRF4_total_2013;2013;TRF4;TRF 4ª Região;total;1;189333;20003;91548;53921;5851;1532;1186;15292;798076;31114;152243;474245;24364;3910;2633;109567;;;;;118707;80;118627;220545;69;220476;;298168;994;297174;0;254031;1749;252282;0;;;;;1435717;0;2092013;1531860823;133379007;;1398481816;98;77;36;133;0;0;12;4;1;354;5169;9;10;5;5175;;;;;;;;;;;;;;;;;;;;;170486;21352;96177;35912;4457;1321;1407;9860;92492;107;92385;274926;1036;273890;0;656296;1435717;961472;620384;954929;617656;292;880286119818;28795762;0,00174;53,19744;1,22935;17,97139;1607,84589;5272,63014;1525,38356;86,06995;0,91366;0,71070
TRF5_SE_2013;2013;TRF5;TRF 5ª Região;SE;0;5763;291;2219;2888;87;12;74;192;23389;556;2324;17980;422;11;191;1905;;;;;5338;0;5338;2201;0;2201;;19539;0;19539;0;7055;0;7055;0;;;;;32645;0;63285;61889196;6831599;;55057598;7;1;1;0;1;1;0;0;0;11;212;2;58;1;269;;;;;;;;;;;;;;;;;;;;;11712;371;3261;6212;185;54;21;1608;5876;0;5876;19354;0;19354;0;36942;32645;14665;30730;14463;30655;10;35335986073;2195662;0,00175;28,18703;0,50099;12,25143;2502,40000;5574,60000;3106,60000;115,48699;1,22781;0,44272
TRF5_AL_2013;2013;TRF5;TRF 5ª Região;AL;0;5435;227;1914;3059;46;15;87;87;41428;884;4108;28953;832;11;183;6457;;;;;7053;0;7053;10907;0;10907;;38870;0;38870;0;14533;0;14533;0;;;;;66868;0;118226;83095487;6411905;;76683582;10;6;2;0;0;1;0;0;0;19;316;4;66;3;381;;;;;;;;;;;;;;;;;;;;;12564;464;3982;4067;255;50;6;3740;15199;0;15199;40068;0;40068;0;67831;66868;37915;63764;37721;63708;17;37282529122;3300935;0,00223;25,17332;0,57559;11,54218;2595,05882;5898,00000;3096,00000;138,14173;1,18795;0,47508
TRF5_PE_2013;2013;TRF5;TRF 5ª Região;PE;0;16749;493;6281;8963;272;90;194;456;108963;1654;9746;82109;4731;172;459;10092;;;;;17908;0;17908;38269;0;38269;;53197;0;53196;1;13299;0;13295;4;;;;;160531;0;248385;207965825;29423380;;178542445;34;7;4;0;1;1;1;0;0;46;747;35;121;6;839;;;;;;;;;;;;;;;;;;;;;37395;1049;9377;18458;2913;302;103;5193;32654;0;32654;56040;0;56038;2;126089;160531;78422;107631;77791;107226;42;141150251796;9208550;0,00147;22,58399;0,49954;9,11110;1647,73810;4576,38095;2224,64286;111,36472;1,33582;0,51389
TRF5_RN_2013;2013;TRF5;TRF 5ª Região;RN;0;6723;628;2374;3402;74;53;163;29;35874;1707;4791;24814;980;178;225;3179;;;;;15266;0;15266;24760;0;24760;;37281;0;37281;0;8669;0;8669;0;;;;;69303;0;128573;99696857;12068043;;87628814;14;4;2;0;1;0;0;0;0;21;356;13;66;0;409;;;;;;;;;;;;;;;;;;;;;14437;890;5441;5195;448;50;46;2367;29853;0;29853;41655;0;41655;0;85945;69303;44489;80750;44086;80654;19;51518456550;3373959;0,00194;29,54892;0,62241;12,12226;2303,10526;4660,36842;2952,21053;137,14425;1,27470;0,36653
TRF5_CE_2013;2013;TRF5;TRF 5ª Região;CE;0;16098;868;6167;6312;2159;8;236;348;101604;2302;12865;68579;2665;68;170;14955;;;;;26105;0;26105;40968;0;40968;;79555;0;79551;4;29297;0;29297;0;;;;;171869;0;293627;219683842;24215542;;195468301;25;15;4;2;1;1;0;0;0;48;732;13;115;7;841;;;;;;;;;;;;;;;;;;;;;21802;918;8591;4554;1295;119;101;6224;46088;0;46088;88789;0;88788;1;156679;171869;103290;152125;103052;151905;44;109036556353;8778576;0,00201;25,02500;0,54679;9,58014;2160,38636;5148,95455;2513,43182;131,49941;1,15617;0,51186
TRF5_PB_2013;2013;TRF5;TRF 5ª Região;PB;0;10087;253;3161;6272;43;30;81;247;62138;1713;8253;44919;1314;103;114;5722;;;;;12798;0;12798;27007;0;27007;;33980;0;33980;0;20404;0;20403;1;;;;;109549;0;166414;106886052;11949391;;94936662;10;5;2;1;1;0;0;0;0;19;406;7;65;1;465;;;;;;;;;;;;;;;;;;;;;16058;500;5371;6963;190;53;41;2940;33588;0;33588;45643;0;45643;0;95289;109549;64630;88326;64413;88232;17;46377299274;3914421;0,00230;27,30571;0,48538;11,87915;2571,11765;7447,58824;3629,47059;132,69032;1,40016;0,51266
TRF5_TRU_2013;2013;TRF5;TRF 5ª Região;TRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;420701079168;30772103;0,00000;0,00000;0,00000;0,00000;;;;;;
